"session_time","id","status","appointment_type","session_gender_single","session_type_single","session_gender_double_1","session_gender_double_2","session_type_double_1","session_type_double_2"
"2017-01-01 01:30:00",2570736,"cancelled","couples",NULL,NULL,"female","female","swedish","swedish"
"2017-01-01 03:00:00",2570976,"cancelled","couples",NULL,NULL,"either","either","swedish","swedish"
"2017-01-01 04:00:00",2571172,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-01-05 04:45:00",2588747,"cancelled","single","male","deep",NULL,NULL,NULL,NULL
"2017-01-05 04:45:00",2588886,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-01-05 16:00:00",2590093,"cancelled","single","male","deep",NULL,NULL,NULL,NULL
"2017-01-08 03:30:00",2595330,"cancelled","couples",NULL,NULL,"female","female","swedish","swedish"
"2017-01-07 03:00:00",2595744,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-01-07 03:30:00",2596135,"cancelled","couples",NULL,NULL,"female","female","deep","deep"
"2017-01-07 04:00:00",2596277,"cancelled","single","female","swedish",NULL,NULL,NULL,NULL
"2017-01-11 02:30:00",2608976,"cancelled","single","female","swedish",NULL,NULL,NULL,NULL
"2017-01-11 01:00:00",2612356,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-01-12 01:00:00",2616101,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-01-12 04:15:00",2617054,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-01-13 14:45:00",2621748,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-01-14 01:30:00",2622313,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-01-14 04:45:00",2624529,"cancelled","couples",NULL,NULL,"female","female","sports","deep"
"2017-01-14 19:15:00",2626333,"cancelled","single","either","deep",NULL,NULL,NULL,NULL
"2017-01-17 22:00:00",2640068,"cancelled","single","either","deep",NULL,NULL,NULL,NULL
"2017-01-18 04:00:00",2641582,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-01-19 02:15:00",2644603,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-01-20 04:30:00",2649173,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-01-20 04:45:00",2649189,"cancelled","single","male","deep",NULL,NULL,NULL,NULL
"2017-01-21 00:00:00",2650580,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-01-21 20:30:00",2653214,"cancelled","back_to_back","female",NULL,NULL,NULL,"swedish","deep"
"2017-01-21 15:30:00",2654708,"cancelled","couples",NULL,NULL,"female","female","deep","swedish"
"2017-01-22 04:15:00",2657975,"cancelled","single","either","swedish",NULL,NULL,NULL,NULL
"2017-01-25 03:15:00",2669499,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-01-25 03:45:00",2669670,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-01-25 04:45:00",2670017,"cancelled","single","male","swedish",NULL,NULL,NULL,NULL
"2017-01-28 00:45:00",2680072,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-01-29 00:45:00",2684504,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-01-29 02:45:00",2684884,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-02-01 21:00:00",2700536,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-02-02 04:45:00",2701525,"cancelled","single","female","swedish",NULL,NULL,NULL,NULL
"2017-02-03 04:00:00",2705082,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-02-04 04:30:00",2709116,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-02-05 04:30:00",2715166,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-02-06 04:00:00",2719628,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-02-07 04:30:00",2722717,"cancelled","single","either","deep",NULL,NULL,NULL,NULL
"2017-02-07 02:00:00",2723388,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-02-08 02:00:00",2727424,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-02-08 04:45:00",2728019,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-02-12 00:00:00",2743007,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-02-12 01:15:00",2744883,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-02-12 04:30:00",2745836,"cancelled","couples",NULL,NULL,"female","female","swedish","swedish"
"2017-02-13 02:30:00",2751649,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-02-14 15:30:00",2751935,"cancelled","single","either","deep",NULL,NULL,NULL,NULL
"2017-02-14 04:15:00",2757616,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-02-15 02:15:00",2759549,"cancelled","couples",NULL,NULL,"female","either","deep","deep"
"2017-02-15 04:45:00",2763616,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-02-16 03:30:00",2767432,"cancelled","back_to_back","female",NULL,NULL,NULL,"swedish","sports"
"2017-02-16 02:45:00",2767565,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-02-16 03:15:00",2767813,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-02-17 15:30:00",2773712,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-02-18 18:00:00",2782127,"cancelled","couples",NULL,NULL,"female","female","deep","deep"
"2017-02-19 04:30:00",2786359,"cancelled","single","female","swedish",NULL,NULL,NULL,NULL
"2017-02-20 03:15:00",2792399,"cancelled","single","either","deep",NULL,NULL,NULL,NULL
"2017-02-20 04:30:00",2792895,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-02-22 04:30:00",2803639,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-02-23 03:00:00",2807262,"cancelled","couples",NULL,NULL,"female","female","sports","swedish"
"2017-02-23 04:30:00",2807598,"cancelled","single","female","swedish",NULL,NULL,NULL,NULL
"2017-02-24 04:00:00",2811683,"cancelled","single","female","sports",NULL,NULL,NULL,NULL
"2017-02-24 04:00:00",2811770,"cancelled","single","either","deep",NULL,NULL,NULL,NULL
"2017-02-25 04:15:00",2815912,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-02-25 04:30:00",2816193,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-02-25 04:00:00",2816331,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-02-26 04:00:00",2821153,"cancelled","couples",NULL,NULL,"either","either","swedish","deep"
"2017-02-26 03:15:00",2822250,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-02-26 17:00:00",2824616,"cancelled","single","either","deep",NULL,NULL,NULL,NULL
"2017-02-26 19:15:00",2825270,"cancelled","single","either","deep",NULL,NULL,NULL,NULL
"2017-02-27 02:00:00",2827799,"cancelled","single","female","swedish",NULL,NULL,NULL,NULL
"2017-02-28 02:00:00",2832918,"cancelled","single","male","deep",NULL,NULL,NULL,NULL
"2017-02-28 03:45:00",2833350,"cancelled","single","either","deep",NULL,NULL,NULL,NULL
"2017-02-28 05:00:00",2833779,"cancelled","couples",NULL,NULL,"female","female","deep","deep"
"2017-03-01 02:30:00",2836893,"cancelled","back_to_back","female",NULL,NULL,NULL,"swedish","swedish"
"2017-03-01 04:30:00",2837630,"cancelled","single","either","deep",NULL,NULL,NULL,NULL
"2017-03-02 04:30:00",2841546,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-03-02 21:00:00",2843299,"cancelled","single","either","deep",NULL,NULL,NULL,NULL
"2017-03-04 04:15:00",2849514,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-03-05 13:00:00",2856670,"cancelled","single","female","swedish",NULL,NULL,NULL,NULL
"2017-03-06 02:15:00",2860591,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-03-07 03:30:00",2865374,"cancelled","single","female","swedish",NULL,NULL,NULL,NULL
"2017-03-18 02:45:00",2910517,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-03-18 03:00:00",2910649,"cancelled","single","female","swedish",NULL,NULL,NULL,NULL
"2017-03-19 01:15:00",2915052,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-03-19 03:00:00",2915132,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-03-20 00:15:00",2919970,"cancelled","single","female","swedish",NULL,NULL,NULL,NULL
"2017-03-20 00:30:00",2920090,"cancelled","couples",NULL,NULL,"female","female","swedish","swedish"
"2017-03-20 01:30:00",2920277,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-03-20 03:00:00",2921092,"cancelled","single","female","swedish",NULL,NULL,NULL,NULL
"2017-03-21 03:00:00",2924835,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-03-21 03:30:00",2925068,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-03-22 01:30:00",2928169,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-03-23 15:30:00",2933951,"cancelled","single","male","swedish",NULL,NULL,NULL,NULL
"2017-03-25 02:30:00",2939771,"cancelled","single","either","deep",NULL,NULL,NULL,NULL
"2017-03-25 03:45:00",2939851,"cancelled","single","either","deep",NULL,NULL,NULL,NULL
"2017-03-26 03:00:00",2945229,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-03-26 22:30:00",2948514,"cancelled","single","female","sports",NULL,NULL,NULL,NULL
"2017-03-28 02:45:00",2954635,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-03-28 03:45:00",2954773,"cancelled","single","female","swedish",NULL,NULL,NULL,NULL
"2017-04-01 03:45:00",2969539,"cancelled","single","either","deep",NULL,NULL,NULL,NULL
"2017-04-01 03:45:00",2969830,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-04-02 02:30:00",2974065,"cancelled","single","female","swedish",NULL,NULL,NULL,NULL
"2017-04-02 22:45:00",2978058,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-04-05 03:00:00",2987488,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-04-10 03:45:00",3008826,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-04-11 00:00:00",3011255,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-04-12 01:00:00",3014991,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-04-18 02:00:00",3039733,"cancelled","back_to_back","female",NULL,NULL,NULL,"deep","swedish"
"2017-04-20 03:30:00",3047717,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-04-19 02:45:00",3047821,"cancelled","single","either","swedish",NULL,NULL,NULL,NULL
"2017-04-21 03:45:00",3051066,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-04-21 03:45:00",3051164,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-04-23 01:45:00",3059119,"cancelled","single","female","swedish",NULL,NULL,NULL,NULL
"2017-04-23 03:45:00",3060009,"cancelled","couples",NULL,NULL,"female","female","swedish","swedish"
"2017-04-23 13:00:00",3061188,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-04-23 14:15:00",3061274,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-04-24 01:00:00",3063730,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-04-24 02:00:00",3064421,"cancelled","single","female","sports",NULL,NULL,NULL,NULL
"2017-04-24 02:15:00",3064568,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-04-24 02:45:00",3064783,"cancelled","couples",NULL,NULL,"female","female","deep","deep"
"2017-04-25 00:15:00",3068088,"cancelled","single","either","deep",NULL,NULL,NULL,NULL
"2017-04-25 03:45:00",3068263,"cancelled","couples",NULL,NULL,"female","female","swedish","swedish"
"2017-04-27 02:15:00",3075762,"cancelled","single","female","swedish",NULL,NULL,NULL,NULL
"2017-04-27 03:30:00",3076291,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-04-27 19:00:00",3078131,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-04-28 02:00:00",3078965,"cancelled","single","female","swedish",NULL,NULL,NULL,NULL
"2017-04-28 03:00:00",3079605,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-04-29 03:00:00",3083137,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-04-29 14:30:00",3083819,"cancelled","single","either","deep",NULL,NULL,NULL,NULL
"2017-05-03 02:45:00",3099075,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-03 03:45:00",3099388,"cancelled","single","female","swedish",NULL,NULL,NULL,NULL
"2017-05-04 02:00:00",3102404,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-04 03:30:00",3102738,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-04 03:30:00",3102911,"cancelled","single","either","deep",NULL,NULL,NULL,NULL
"2017-05-04 17:00:00",3104276,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-05 01:45:00",3105838,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-06 02:45:00",3109659,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-08 03:45:00",3119120,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-08 03:45:00",3119207,"cancelled","single","female","swedish",NULL,NULL,NULL,NULL
"2017-05-09 01:30:00",3122391,"cancelled","single","female","swedish",NULL,NULL,NULL,NULL
"2017-05-09 01:15:00",3122406,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-10 03:15:00",3126691,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-11 02:45:00",3130106,"cancelled","single","female","swedish",NULL,NULL,NULL,NULL
"2017-05-11 03:30:00",3130465,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-11 12:00:00",3131113,"cancelled","single","male","deep",NULL,NULL,NULL,NULL
"2017-05-11 18:00:00",3132084,"cancelled","couples",NULL,NULL,"male","male","deep","swedish"
"2017-05-12 01:30:00",3133285,"cancelled","single","female","sports",NULL,NULL,NULL,NULL
"2017-05-13 01:30:00",3138367,"cancelled","single","female","sports",NULL,NULL,NULL,NULL
"2017-05-14 14:30:00",3145948,"cancelled","single","male","deep",NULL,NULL,NULL,NULL
"2017-05-14 14:30:00",3145950,"cancelled","single","either","deep",NULL,NULL,NULL,NULL
"2017-05-15 02:30:00",3149312,"cancelled","single","female","swedish",NULL,NULL,NULL,NULL
"2017-05-15 03:45:00",3149673,"cancelled","couples",NULL,NULL,"female","female","deep","deep"
"2017-05-19 00:30:00",3163095,"cancelled","single","either","deep",NULL,NULL,NULL,NULL
"2017-05-19 01:15:00",3163256,"cancelled","single","either","deep",NULL,NULL,NULL,NULL
"2017-05-20 00:45:00",3166648,"cancelled","couples",NULL,NULL,"female","female","swedish","swedish"
"2017-05-22 01:00:00",3175575,"cancelled","single","female","swedish",NULL,NULL,NULL,NULL
"2017-05-23 13:30:00",3181044,"cancelled","single","either","deep",NULL,NULL,NULL,NULL
"2017-05-24 02:00:00",3183116,"cancelled","single","female","swedish",NULL,NULL,NULL,NULL
"2017-05-24 03:30:00",3183288,"cancelled","couples",NULL,NULL,"either","either","deep","deep"
"2017-05-24 03:30:00",3183292,"cancelled","single","either","swedish",NULL,NULL,NULL,NULL
"2017-05-24 04:00:00",3183665,"cancelled","single","female","swedish",NULL,NULL,NULL,NULL
"2017-05-25 01:30:00",3184779,"cancelled","single","male","deep",NULL,NULL,NULL,NULL
"2017-05-25 03:00:00",3184854,"cancelled","back_to_back","female",NULL,NULL,NULL,"deep","prenatal"
"2017-05-26 01:45:00",3189401,"cancelled","single","either","deep",NULL,NULL,NULL,NULL
"2017-05-26 22:30:00",3192283,"cancelled","couples",NULL,NULL,"either","either","deep","deep"
"2017-05-28 02:30:00",3199161,"cancelled","single","female","swedish",NULL,NULL,NULL,NULL
"2017-05-28 03:45:00",3199663,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-29 01:00:00",3204363,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-29 01:30:00",3204546,"cancelled","single","female","sports",NULL,NULL,NULL,NULL
"2017-05-30 12:00:00",3210505,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-31 02:15:00",3213228,"cancelled","couples",NULL,NULL,"either","either","deep","deep"
"2017-06-08 01:15:00",3241907,"cancelled","single","female","swedish",NULL,NULL,NULL,NULL
"2017-06-09 03:45:00",3245533,"cancelled","single","female","swedish",NULL,NULL,NULL,NULL
"2017-06-10 03:45:00",3249026,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-06-13 03:45:00",3260831,"cancelled","couples",NULL,NULL,"female","female","swedish","swedish"
"2017-06-14 04:00:00",3263933,"cancelled","single","male","deep",NULL,NULL,NULL,NULL
"2017-06-14 13:00:00",3264433,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-06-16 03:45:00",3270873,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-06-18 21:45:00",3283066,"cancelled","single","either","deep",NULL,NULL,NULL,NULL
"2017-06-21 03:45:00",3292391,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-06-21 22:00:00",3294525,"cancelled","single","male","deep",NULL,NULL,NULL,NULL
"2017-06-22 03:45:00",3295494,"cancelled","single","female","swedish",NULL,NULL,NULL,NULL
"2017-06-22 03:45:00",3295654,"cancelled","single","either","deep",NULL,NULL,NULL,NULL
"2017-06-22 21:15:00",3297916,"cancelled","single","either","deep",NULL,NULL,NULL,NULL
"2017-06-23 03:15:00",3299099,"cancelled","single","female","swedish",NULL,NULL,NULL,NULL
"2017-06-24 01:45:00",3302460,"cancelled","couples",NULL,NULL,"female","female","swedish","swedish"
"2017-06-26 18:00:00",3313035,"cancelled","single","female","swedish",NULL,NULL,NULL,NULL
"2017-07-02 20:00:00",3326229,"cancelled","single","either","deep",NULL,NULL,NULL,NULL
"2017-07-02 03:30:00",3332717,"cancelled","single","either","deep",NULL,NULL,NULL,NULL
"2017-07-03 00:45:00",3335721,"cancelled","couples",NULL,NULL,"female","female","deep","deep"
"2017-07-09 03:45:00",3359276,"cancelled","single","female","swedish",NULL,NULL,NULL,NULL
"2017-07-09 18:15:00",3361324,"cancelled","single","either","deep",NULL,NULL,NULL,NULL
"2017-07-13 02:15:00",3374854,"cancelled","single","either","deep",NULL,NULL,NULL,NULL
"2017-07-14 01:00:00",3378044,"cancelled","single","either","deep",NULL,NULL,NULL,NULL
"2017-07-14 01:00:00",3378152,"cancelled","single","either","deep",NULL,NULL,NULL,NULL
"2017-07-15 02:45:00",3382092,"cancelled","single","female","swedish",NULL,NULL,NULL,NULL
"2017-07-15 02:45:00",3382117,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-07-16 23:00:00",3391280,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-07-17 18:00:00",3394522,"cancelled","single","male","swedish",NULL,NULL,NULL,NULL
"2017-07-18 02:00:00",3396964,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-07-18 03:45:00",3397627,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-07-22 03:00:00",3411635,"cancelled","single","male","sports",NULL,NULL,NULL,NULL
"2017-07-22 03:45:00",3411977,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-07-22 03:45:00",3412020,"cancelled","single","female","swedish",NULL,NULL,NULL,NULL
"2017-07-22 18:45:00",3414432,"cancelled","single","either","deep",NULL,NULL,NULL,NULL
"2017-07-23 03:30:00",3417309,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-07-25 01:45:00",3426585,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-08-02 18:00:00",3458937,"cancelled","single","female","swedish",NULL,NULL,NULL,NULL
"2017-08-05 03:45:00",3475510,"cancelled","couples",NULL,NULL,"male","male","deep","deep"
"2017-08-09 02:45:00",3494152,"cancelled","single","either","deep",NULL,NULL,NULL,NULL
"2017-08-10 01:00:00",3497316,"cancelled","single","either","deep",NULL,NULL,NULL,NULL
"2017-08-10 22:30:00",3501043,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-08-16 01:45:00",3523670,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-08-17 03:45:00",3527265,"cancelled","couples",NULL,NULL,"female","female","swedish","swedish"
"2017-08-17 03:30:00",3527335,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-08-19 01:45:00",3533697,"cancelled","couples",NULL,NULL,"female","female","swedish","swedish"
"2017-08-19 02:00:00",3533718,"cancelled","couples",NULL,NULL,"either","either","deep","swedish"
"2017-08-19 16:00:00",3536655,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-08-19 20:45:00",3537973,"cancelled","single","male","deep",NULL,NULL,NULL,NULL
"2017-08-19 22:15:00",3538506,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-08-20 02:00:00",3539488,"cancelled","couples",NULL,NULL,"female","female","deep","deep"
"2017-08-20 02:30:00",3539806,"cancelled","couples",NULL,NULL,"female","female","deep","deep"
"2017-09-30 13:00:00",3542553,"cancelled","couples",NULL,NULL,"female","female","deep","deep"
"2017-08-21 00:45:00",3544669,"cancelled","single","either","deep",NULL,NULL,NULL,NULL
"2017-08-21 03:45:00",3545693,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-08-23 17:45:00",3553677,"cancelled","single","female","swedish",NULL,NULL,NULL,NULL
"2017-08-24 12:00:00",3556544,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-08-25 20:00:00",3560437,"cancelled","single","either","deep",NULL,NULL,NULL,NULL
"2017-08-25 21:45:00",3560796,"cancelled","single","either","deep",NULL,NULL,NULL,NULL
"2017-08-28 03:45:00",3573635,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-08-30 23:00:00",3582349,"cancelled","single","either","deep",NULL,NULL,NULL,NULL
"2017-09-01 23:30:00",3590105,"cancelled","single","male","deep",NULL,NULL,NULL,NULL
"2017-09-02 03:30:00",3591593,"cancelled","couples",NULL,NULL,"female","female","deep","deep"
"2017-09-03 03:30:00",3596825,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-09-07 00:30:00",3613303,"cancelled","single","either","deep",NULL,NULL,NULL,NULL
"2017-09-07 00:15:00",3613430,"cancelled","single","either","deep",NULL,NULL,NULL,NULL
"2017-09-07 03:45:00",3613785,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-09-07 04:00:00",3614611,"cancelled","single","male","deep",NULL,NULL,NULL,NULL
"2017-09-09 02:00:00",3621236,"cancelled","single","male","deep",NULL,NULL,NULL,NULL
"2017-09-09 18:45:00",3622308,"cancelled","single","either","deep",NULL,NULL,NULL,NULL
"2017-09-10 03:15:00",3625413,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-09-10 23:00:00",3628687,"cancelled","single","either","deep",NULL,NULL,NULL,NULL
"2017-09-11 19:45:00",3633179,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-09-11 21:00:00",3633393,"cancelled","single","female","swedish",NULL,NULL,NULL,NULL
"2017-09-13 01:30:00",3637542,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-09-16 03:15:00",3648575,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-09-17 23:30:00",3659260,"cancelled","single","female","sports",NULL,NULL,NULL,NULL
"2017-09-19 03:30:00",3664798,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-09-21 17:30:00",3673039,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-09-22 23:00:00",3676957,"cancelled","single","either","deep",NULL,NULL,NULL,NULL
"2017-09-23 18:00:00",3681231,"cancelled","single","either","deep",NULL,NULL,NULL,NULL
"2017-09-23 21:00:00",3681982,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-09-23 23:45:00",3682877,"cancelled","couples",NULL,NULL,"male","male","swedish","swedish"
"2017-09-24 18:45:00",3685390,"cancelled","single","either","deep",NULL,NULL,NULL,NULL
"2017-09-25 03:15:00",3688953,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-09-26 02:30:00",3695314,"cancelled","single","female","swedish",NULL,NULL,NULL,NULL
"2017-09-27 02:45:00",3700480,"cancelled","single","female","swedish",NULL,NULL,NULL,NULL
"2017-09-27 02:45:00",3700481,"cancelled","single","female","swedish",NULL,NULL,NULL,NULL
"2017-09-29 00:00:00",3706599,"cancelled","single","either","deep",NULL,NULL,NULL,NULL
"2017-10-01 03:45:00",3717621,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-10-03 22:00:00",3726403,"cancelled","single","either","deep",NULL,NULL,NULL,NULL
"2017-10-06 00:30:00",3736362,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-10-06 03:45:00",3736993,"cancelled","couples",NULL,NULL,"female","female","deep","deep"
"2017-10-07 03:00:00",3740218,"cancelled","single","male","deep",NULL,NULL,NULL,NULL
"2017-10-07 16:15:00",3742400,"cancelled","single","either","deep",NULL,NULL,NULL,NULL
"2017-10-08 00:45:00",3744413,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-10-09 03:30:00",3748826,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-10-09 02:45:00",3749248,"cancelled","single","either","deep",NULL,NULL,NULL,NULL
"2017-10-16 01:30:00",3778765,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-10-17 02:00:00",3783453,"cancelled","single","male","deep",NULL,NULL,NULL,NULL
"2017-10-17 02:30:00",3783568,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-10-20 15:15:00",3794596,"cancelled","single","either","deep",NULL,NULL,NULL,NULL
"2017-10-23 00:15:00",3805916,"cancelled","single","either","deep",NULL,NULL,NULL,NULL
"2017-10-23 00:15:00",3805919,"cancelled","single","either","deep",NULL,NULL,NULL,NULL
"2017-10-23 02:30:00",3807227,"cancelled","single","female","deep",NULL,NULL,NULL,NULL
"2017-10-23 03:15:00",3807431,"cancelled","single","female","swedish",NULL,NULL,NULL,NULL
"2017-10-24 02:00:00",3810337,"cancelled","couples",NULL,NULL,"either","either","deep","deep"
"2017-01-08 22:00:00",2528512,"completed","single","female","swedish",NULL,NULL,NULL,NULL
"2017-01-01 18:00:00",2567152,"completed","single","female","swedish",NULL,NULL,NULL,NULL
"2017-01-01 00:00:00",2568472,"completed","single","either","swedish",NULL,NULL,NULL,NULL
"2017-01-01 02:30:00",2568976,"completed","couples",NULL,NULL,"female","female","swedish","swedish"
"2017-01-01 01:00:00",2570226,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-01-01 04:30:00",2570904,"completed","couples",NULL,NULL,"female","female","swedish","swedish"
"2017-01-15 15:00:00",2571262,"completed","couples",NULL,NULL,"male","female","swedish","swedish"
"2017-01-03 14:45:00",2572541,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-01-01 19:30:00",2572853,"completed","single","female","swedish",NULL,NULL,NULL,NULL
"2017-01-01 21:00:00",2573152,"completed","back_to_back","female",NULL,NULL,NULL,"swedish","sports"
"2017-01-02 01:00:00",2574034,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-01-02 00:15:00",2574405,"completed","single","female","swedish",NULL,NULL,NULL,NULL
"2017-01-02 17:00:00",2577424,"completed","single","male","deep",NULL,NULL,NULL,NULL
"2017-01-02 18:30:00",2577553,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-01-02 18:30:00",2577555,"completed","single","female","deep",NULL,NULL,NULL,NULL
